Date,Close,High,Low,Open,Volume,SMA_50,SMA_200,Trend,Crossover,Average_50,Median_50,DC_Upper_20,DC_Lower_20,DC_Mid_20,SMA_50_upper_2.0,SMA_50_lower_2.0,SMA_vs_Median_50_50,Median_Crossover_50_50,HL_range,Chaikin_Volatility_100
2020-02-05,9367.48046875,9442.75,9311.8798828125,9441.33984375,2470240000,,,Hold,False,,,9442.75,8834.9404296875,9138.84521484375,,,,Equal,130.8701171875,91.2010958011466
2020-02-06,9445.919921875,9448.7197265625,9357.8603515625,9395.6904296875,2313860000,,,Hold,False,,,9448.7197265625,8910.9697265625,9179.8447265625,,,,Equal,90.859375,91.19432905260904
2020-02-07,9401.099609375,9453.240234375,9376.91015625,9397.76953125,2243720000,,,Hold,False,,,9453.240234375,8910.9697265625,9182.10498046875,,,,Equal,76.330078125,90.89998745008212
2020-02-10,9516.83984375,9517.740234375,9373.2001953125,9373.2001953125,2187520000,,,Hold,False,,,9517.740234375,8910.9697265625,9214.35498046875,,,,Equal,144.5400390625,91.96216668993198
2020-02-11,9517.8603515625,9600.0498046875,9493.6298828125,9567.8095703125,2450070000,,,Hold,False,,,9600.0498046875,8910.9697265625,9255.509765625,,,,Equal,106.419921875,92.2484588718145
2020-02-12,9613.2001953125,9615.91015625,9552.0302734375,9569.8203125,2366510000,,,Hold,False,,,9615.91015625,8910.9697265625,9263.43994140625,,,,Equal,63.8798828125,91.68670489044194
2020-02-13,9595.7001953125,9636.41015625,9532.740234375,9540.669921875,2254870000,,,Hold,False,,,9636.41015625,8910.9697265625,9273.68994140625,,,,Equal,103.669921875,91.92399631587874
2020-02-14,9623.580078125,9634.75,9583.080078125,9613.8798828125,2226720000,,,Hold,False,,,9636.41015625,8910.9697265625,9273.68994140625,,,,Equal,51.669921875,91.12688593091083
2020-02-18,9629.7998046875,9647.7197265625,9567.2802734375,9567.2802734375,2279420000,,,Hold,False,,,9647.7197265625,8910.9697265625,9279.3447265625,,,,Equal,80.439453125,90.91525359812051
2020-02-19,9718.73046875,9736.5703125,9676.0703125,9683.9404296875,2470860000,,,Hold,False,,,9736.5703125,8910.9697265625,9323.77001953125,,,,Equal,60.5,90.31297134865278
2020-02-20,9627.830078125,9714.23046875,9513.23046875,9696.66015625,2745730000,,,Hold,False,,,9736.5703125,8910.9697265625,9323.77001953125,,,,Equal,201.0,92.5047936981844
2020-02-21,9446.6904296875,9594.0,9406.3798828125,9582.5400390625,2750160000,,,Hold,False,,,9736.5703125,8910.9697265625,9323.77001953125,,,,Equal,187.6201171875,94.38826545044807
2020-02-24,9079.6298828125,9194.91015625,9028.8701171875,9055.2998046875,3188590000,,,Hold,False,,,9736.5703125,8910.9697265625,9323.77001953125,,,,Equal,166.0400390625,95.80711245266693
2020-02-25,8834.8701171875,9183.7802734375,8807.1103515625,9167.330078125,3595520000,,,Hold,False,,,9736.5703125,8807.1103515625,9271.84033203125,,,,Equal,376.669921875,101.36875224320818
2020-02-26,8873.759765625,9032.8798828125,8813.919921875,8883.009765625,3587950000,,,Hold,False,,,9736.5703125,8807.1103515625,9271.84033203125,,,,Equal,218.9599609375,103.69729102923375
2020-02-27,8436.669921875,8786.6796875,8430.5302734375,8632.5400390625,4559900000,,,Hold,False,,,9736.5703125,8430.5302734375,9083.55029296875,,,,Equal,356.1494140625,108.69634297048654
2020-02-28,8461.830078125,8490.4697265625,8133.85009765625,8133.85009765625,5320020000,,,Hold,False,,,9736.5703125,8133.85009765625,8935.210205078125,,,,Equal,356.61962890625,113.60571496921453
2020-03-02,8877.98046875,8879.3896484375,8446.5,8569.91015625,4249020000,,,Hold,False,,,9736.5703125,8133.85009765625,8935.210205078125,,,,Equal,432.8896484375,119.92816909729939
2020-03-03,8594.490234375,9000.4599609375,8516.580078125,8892.6796875,4336700000,,,Hold,False,,,9736.5703125,8133.85009765625,8935.210205078125,,,,Equal,483.8798828125,127.13513372532316
2020-03-04,8949.2802734375,8952.1103515625,8669.759765625,8745.6396484375,3634760000,,,Hold,False,,,9736.5703125,8133.85009765625,8935.210205078125,,,,Equal,282.3505859375,130.20870703645537
2020-03-05,8671.66015625,8864.1904296875,8613.91015625,8713.1904296875,3763860000,,,Hold,False,,,9736.5703125,8133.85009765625,8935.210205078125,,,,Equal,250.2802734375,132.58636181667407
2020-03-06,8530.33984375,8571.8798828125,8319.900390625,8395.9501953125,4292730000,,,Hold,False,,,9736.5703125,8133.85009765625,8935.210205078125,,,,Equal,251.9794921875,134.95058222005676
2020-03-09,7948.02978515625,8241.76953125,7912.14013671875,7912.14013671875,4554110000,,,Hold,False,,,9736.5703125,7912.14013671875,8824.355224609375,,,,Equal,329.62939453125,138.80560820641702
2020-03-10,8372.26953125,8376.4404296875,7942.1298828125,8213.9697265625,4447260000,,,Hold,False,,,9736.5703125,7912.14013671875,8824.355224609375,,,,Equal,434.310546875,144.65719115034935
2020-03-11,8006.1201171875,8224.73046875,7900.990234375,8166.259765625,4302610000,,,Hold,False,,,9736.5703125,7900.990234375,8818.7802734375,,,,Equal,323.740234375,148.203390026085
2020-03-12,7263.64990234375,7808.31005859375,7255.6201171875,7452.759765625,5099350000,,,Hold,False,,,9736.5703125,7255.6201171875,8496.09521484375,,,,Equal,552.68994140625,156.21302470688036
2020-03-13,7995.259765625,7998.509765625,7301.8798828125,7683.0400390625,4701070000,8990.3008203125,,Hold,False,8990.3008203125,9053.16015625,9736.5703125,7255.6201171875,8496.09521484375,9170.106836718749,8810.49480390625,-62.85933593750087,Below,696.6298828125,166.9143486297639
2020-03-16,7020.3798828125,7563.4501953125,6993.60986328125,7502.259765625,4618120000,8953.2640234375,,Hold,False,8953.2640234375,9053.16015625,9736.5703125,6993.60986328125,8365.090087890625,9132.32930390625,8774.198742968749,-99.89613281250058,Below,569.84033203125,174.8930809743478
2020-03-17,7473.9501953125,7550.1298828125,6959.14990234375,7198.52978515625,4920210000,8926.86501953125,,Hold,False,8926.86501953125,9053.16015625,9736.5703125,6959.14990234375,8347.860107421875,9105.402319921874,8748.327719140625,-126.29513671875065,Below,590.97998046875,183.13242551879142
2020-03-18,7175.18017578125,7336.8798828125,6837.52978515625,7023.85986328125,4935000000,8893.398232421874,,Hold,False,8893.398232421874,9053.16015625,9714.23046875,6837.52978515625,8275.880126953125,9071.266197070312,8715.530267773436,-159.76192382812587,Below,499.35009765625,189.3941616007213
2020-03-19,7288.52001953125,7514.14013671875,7037.47021484375,7190.2099609375,4778490000,8862.23962890625,,Hold,False,8862.23962890625,9053.16015625,9594.0,6837.52978515625,8215.764892578125,9039.484421484376,8684.994836328126,-190.9205273437492,Below,476.669921875,195.08279051704363
2020-03-20,6994.2900390625,7487.830078125,6969.77001953125,7391.22021484375,5260300000,8823.87802734375,,Hold,False,8823.87802734375,9053.16015625,9194.91015625,6837.52978515625,8016.219970703125,9000.355587890625,8647.400466796875,-229.28212890625036,Below,518.06005859375,201.4783799839091
2020-03-23,7006.919921875,7145.2900390625,6771.91015625,6952.7099609375,4348410000,8784.223828125,,Hold,False,8784.223828125,9053.16015625,9183.7802734375,6771.91015625,7977.84521484375,8959.9083046875,8608.539351562498,-268.9363281250007,Below,373.3798828125,204.8823701389307
2020-03-24,7553.830078125,7555.91015625,7304.39013671875,7349.0,4441080000,8755.96763671875,,Hold,False,8755.96763671875,9053.16015625,9032.8798828125,6771.91015625,7902.39501953125,8931.086989453124,8580.848283984375,-297.1925195312506,Below,251.52001953125,205.80588794867958
2020-03-25,7469.6201171875,7777.60986328125,7390.41015625,7543.9599609375,4683630000,8723.94703125,,Hold,False,8723.94703125,9034.544921875,9000.4599609375,6771.91015625,7886.18505859375,8898.425971875,8549.468090625,-310.5978906250002,Below,387.19970703125,209.39784476219583
2020-03-26,7897.1298828125,7913.10986328125,7549.830078125,7549.830078125,4014670000,8701.22123046875,,Hold,False,8701.22123046875,9013.58984375,9000.4599609375,6771.91015625,7886.18505859375,8875.245655078124,8527.196805859374,-312.3686132812509,Below,363.27978515625,212.44501189871175
2020-03-27,7588.3701171875,7817.740234375,7580.22021484375,7657.43994140625,3989120000,8672.275234375,,Hold,False,8672.275234375,8971.8447265625,9000.4599609375,6771.91015625,7886.18505859375,8845.7207390625,8498.829729687499,-299.56949218750015,Below,237.52001953125,212.94154670331648
2020-03-30,7889.009765625,7902.08984375,7651.43017578125,7678.830078125,3870770000,8647.5554296875,,Hold,False,8647.5554296875,8950.72998046875,9000.4599609375,6771.91015625,7886.18505859375,8820.50653828125,8474.60432109375,-303.1745507812502,Below,250.65966796875,213.6884401937211
2020-03-31,7813.5,8011.60009765625,7765.4599609375,7855.740234375,4078960000,8620.3508203125,,Hold,False,8620.3508203125,8913.63037109375,8952.1103515625,6771.91015625,7862.01025390625,8792.75783671875,8447.94380390625,-293.2795507812498,Below,246.14013671875,214.3310480457019
2020-04-01,7486.2900390625,7701.68017578125,7423.97021484375,7582.77978515625,3700040000,8586.7440234375,,Hold,False,8586.7440234375,8875.8701171875,8864.1904296875,6771.91015625,7818.05029296875,8758.47890390625,8415.00914296875,-289.1260937499992,Below,277.7099609375,215.58607602375727
2020-04-02,7635.66015625,7641.8701171875,7432.27978515625,7445.8798828125,3622170000,8555.685625,,Hold,False,8555.685625,8854.31494140625,8571.8798828125,6771.91015625,7671.89501953125,8726.7993375,8384.5719125,-298.6293164062499,Below,209.59033203125,215.46734841994527
2020-04-03,7528.10986328125,7673.490234375,7439.77978515625,7631.56982421875,3294260000,8521.908212890625,,Hold,False,8521.908212890625,8753.26513671875,8376.4404296875,6771.91015625,7574.17529296875,8692.346377148437,8351.470048632813,-231.35692382812522,Below,233.71044921875,215.82859794071368
2020-04-06,8081.66015625,8110.66015625,7763.08984375,7819.06005859375,3849130000,8500.712021484374,,Hold,False,8500.712021484374,8633.0751953125,8376.4404296875,6771.91015625,7574.17529296875,8670.726261914062,8330.697781054687,-132.36317382812558,Below,347.5703125,218.43734476366984
2020-04-07,8049.31005859375,8305.58984375,8043.06982421875,8287.48046875,4085960000,8482.65462890625,,Hold,False,8482.65462890625,8562.4150390625,8305.58984375,6771.91015625,7538.75,8652.307721484374,8313.001536328125,-79.76041015625015,Below,262.52001953125,219.3102690164932
2020-04-08,8229.5400390625,8254.41015625,8058.41015625,8134.2998046875,3487440000,8465.4268359375,,Hold,False,8465.4268359375,8496.0849609375,8305.58984375,6771.91015625,7538.75,8634.73537265625,8296.11829921875,-30.658124999999927,Below,196.0,218.8486795310181
2020-04-09,8238.5302734375,8334.23046875,8167.93017578125,8284.3095703125,4145460000,8448.165234375,,Hold,False,8448.165234375,8449.25,8334.23046875,6771.91015625,7553.0703125,8617.1285390625,8279.201929687499,-1.0847656250007276,Below,166.30029296875,217.80811742087417
2020-04-13,8332.740234375,8338.150390625,8158.580078125,8209.6796875,3184660000,8432.0982421875,,Hold,False,8432.0982421875,8404.4697265625,8338.150390625,6771.91015625,7555.0302734375,8600.74020703125,8263.45627734375,27.628515624999636,Above,179.5703125,217.05093316501527
2020-04-14,8692.16015625,8708.5498046875,8470.740234375,8489.26953125,3767410000,8426.11125,,Hold,False,8426.11125,8404.4697265625,8708.5498046875,6771.91015625,7740.22998046875,8594.633475,8257.589025,21.641523437499927,Above,237.8095703125,217.46199528674765
2020-04-15,8591.9599609375,8666.240234375,8500.5595703125,8548.4697265625,3347920000,8415.42583984375,,Hold,False,8415.42583984375,8404.4697265625,8708.5498046875,6771.91015625,7740.22998046875,8583.734356640625,8247.117323046876,10.95611328125051,Above,165.6806640625,216.43662239121798
2020-04-16,8757.830078125,8793.349609375,8605.509765625,8689.08984375,4057800000,8403.90125,,Hold,False,8403.90125,8404.4697265625,8793.349609375,6771.91015625,7782.6298828125,8571.979275000002,8235.823225,-0.5684765624991996,Below,187.83984375,215.87034954683742
2020-04-17,8832.41015625,8879.240234375,8704.3798828125,8876.66015625,4348310000,8393.19984375,,Hold,False,8393.19984375,8404.4697265625,8879.240234375,6771.91015625,7825.5751953125,8561.063840625,8225.335846875001,-11.269882812499418,Below,174.8603515625,215.05827037883074
2020-04-20,8726.509765625,8855.1796875,8725.330078125,8742.5400390625,3827370000,8378.811640625,,Hold,False,8378.811640625,8404.4697265625,8879.240234375,6771.91015625,7825.5751953125,8546.3878734375,8211.235407812499,-25.6580859375008,Below,129.849609375,213.3709701609331
2020-04-21,8403.0,8663.08984375,8359.83984375,8639.740234375,3788180000,8358.8496484375,,Hold,False,8358.8496484375,8387.634765625,8879.240234375,7304.39013671875,8091.815185546875,8526.02664140625,8191.672655468749,-28.785117187500873,Below,303.25,215.15075293002354
2020-04-22,8664.6396484375,8708.48046875,8550.6103515625,8575.5703125,3041520000,8341.80564453125,,Hold,False,8341.80564453125,8387.634765625,8879.240234375,7390.41015625,8134.8251953125,8508.641757421876,8174.969531640625,-45.82912109374956,Below,157.8701171875,214.01648291532013
2020-04-23,8641.5,8796.490234375,8624.6298828125,8693.73046875,3759890000,8324.2784375,,Hold,False,8324.2784375,8387.634765625,8879.240234375,7423.97021484375,8151.605224609375,8490.76400625,8157.792868749999,-63.3563281250008,Below,171.8603515625,213.18170803704646
2020-04-24,8786.599609375,8791.3603515625,8599.990234375,8666.5703125,3696020000,8307.74642578125,,Hold,False,8307.74642578125,8387.634765625,8879.240234375,7423.97021484375,8151.605224609375,8473.901354296875,8141.591497265625,-79.88833984375015,Below,191.3701171875,212.74979534695643
2020-04-27,8837.66015625,8887.6201171875,8803.8896484375,8865.580078125,3694980000,8292.585625,,Hold,False,8292.585625,8387.634765625,8887.6201171875,7423.97021484375,8155.795166015625,8458.4373375,8126.7339125,-95.04914062500029,Below,83.73046875,210.19495719652164
2020-04-28,8677.599609375,8918.3798828125,8668.669921875,8913.2802734375,3730350000,8273.666015625,,Hold,False,8273.666015625,8387.634765625,8918.3798828125,7423.97021484375,8171.175048828125,8439.1393359375,8108.1926953125,-113.96875,Below,249.7099609375,210.97743251812517
2020-04-29,8982.759765625,9025.8203125,8832.0,8871.0400390625,4407140000,8260.72521484375,,Hold,False,8260.72521484375,8387.634765625,9025.8203125,7423.97021484375,8224.895263671875,8425.939719140624,8095.510710546874,-126.9095507812508,Below,193.8203125,210.6376875672712
2020-04-30,9000.509765625,9023.0302734375,8920.419921875,9005.240234375,4335660000,8246.36080078125,,Hold,False,8246.36080078125,8387.634765625,9025.8203125,7432.27978515625,8229.050048828125,8411.288016796876,8081.433584765626,-141.27396484374913,Below,102.6103515625,208.49853239885988
2020-05-01,8718.1796875,8887.580078125,8688.580078125,8791.8798828125,3741300000,8228.16779296875,,Hold,False,8228.16779296875,8387.634765625,9025.8203125,7439.77978515625,8232.800048828125,8392.731148828125,8063.604437109375,-159.4669726562497,Below,199.0,208.3104426483874
2020-05-04,8834.1103515625,8840.330078125,8665.400390625,8683.9404296875,3443140000,8215.91619140625,,Hold,False,8215.91619140625,8387.634765625,9025.8203125,7763.08984375,8394.455078125,8380.234515234375,8051.597867578124,-171.7185742187503,Below,174.9296875,207.64943759594408
2020-05-05,8930.6201171875,9031.0,8900.5703125,8922.3896484375,3933550000,8212.93599609375,,Hold,False,8212.93599609375,8387.634765625,9031.0,8043.06982421875,8537.034912109375,8377.194716015627,8048.677276171876,-174.69876953124913,Below,130.4296875,206.12033363364813
2020-05-06,8984.8603515625,9065.580078125,8950.8896484375,8997.01953125,3656750000,8215.93580078125,,Hold,False,8215.93580078125,8387.634765625,9065.580078125,8058.41015625,8561.9951171875,8380.254516796875,8051.617084765625,-171.69896484375022,Below,114.6904296875,204.30984048619965
2020-05-07,9101.8798828125,9136.1796875,9045.23046875,9104.669921875,3787220000,8220.498203125,,Hold,False,8220.498203125,8387.634765625,9136.1796875,8158.580078125,8647.3798828125,8384.908167187501,8056.0882390625,-167.13656249999985,Below,90.94921875,202.06507569934422
2020-05-08,9220.349609375,9224.490234375,9126.9697265625,9165.7001953125,3813630000,8236.171796875,,Hold,False,8236.171796875,8387.634765625,9224.490234375,8158.580078125,8691.53515625,8400.8952328125,8071.4483609375,-151.46296875000007,Below,97.5205078125,199.9948862362384
2020-05-11,9298.919921875,9346.26953125,9155.2099609375,9155.2099609375,3925450000,8252.91359375,,Hold,False,8252.91359375,8387.634765625,9346.26953125,8359.83984375,8853.0546875,8417.971865624999,8087.855321874999,-134.72117187500044,Below,191.0595703125,199.81794928725347
2020-05-12,9112.4501953125,9354.4501953125,9109.08984375,9326.0595703125,4336510000,8257.60298828125,,Hold,False,8257.60298828125,8387.634765625,9354.4501953125,8359.83984375,8857.14501953125,8422.755048046876,8092.4509285156255,-130.03177734374913,Below,245.3603515625,200.71977903527815
2020-05-13,9000.080078125,9209.490234375,8890.16015625,9123.6904296875,4273210000,8265.71478515625,,Hold,False,8265.71478515625,8387.634765625,9354.4501953125,8359.83984375,8857.14501953125,8431.029080859375,8100.4004894531245,-121.91998046875051,Below,319.330078125,203.06849782913403
2020-05-14,9094.419921875,9097.75,8860.76953125,8946.4501953125,3965970000,8268.617578125,,Hold,False,8268.617578125,8387.634765625,9354.4501953125,8359.83984375,8857.14501953125,8433.989929687501,8103.245226562501,-119.01718749999964,Below,236.98046875,203.74002200578485
2020-05-15,9152.6396484375,9157.4599609375,8958.080078125,8976.2900390625,4240690000,8278.23716796875,,Hold,False,8278.23716796875,8387.634765625,9354.4501953125,8359.83984375,8857.14501953125,8443.801911328124,8112.6724246093745,-109.39759765625058,Below,199.3798828125,203.6536826158188
2020-05-18,9331.9296875,9367.5400390625,9248.7802734375,9281.3603515625,4341820000,8294.26896484375,,Hold,False,8294.26896484375,8387.634765625,9367.5400390625,8359.83984375,8863.68994140625,8460.154344140625,8128.383585546875,-93.36580078125007,Below,118.759765625,201.97261495263427
2020-05-19,9298.5400390625,9422.900390625,9296.25,9326.2802734375,4193550000,8321.279169921874,,Hold,False,8321.279169921874,8497.47998046875,9422.900390625,8550.6103515625,8986.75537109375,8487.704753320311,8154.853586523436,-176.2008105468758,Below,126.650390625,200.48108575802766
2020-05-20,9485.01953125,9498.2802734375,9412.830078125,9415.25,4315500000,8343.534169921875,,Hold,False,8343.534169921875,8616.72998046875,9498.2802734375,8599.990234375,9049.13525390625,8510.404853320313,8176.663486523437,-273.1958105468748,Below,85.4501953125,198.20324634326474
2020-05-21,9377.990234375,9515.0498046875,9361.830078125,9487.6298828125,3745270000,8370.971572265626,,Hold,False,8370.971572265626,8653.06982421875,9515.0498046875,8599.990234375,9057.52001953125,8538.391003710938,8203.552140820313,-282.0982519531244,Below,153.2197265625,197.3124835753288
2020-05-22,9413.990234375,9421.9296875,9325.0703125,9363.669921875,3668070000,8413.97837890625,,Hold,False,8413.97837890625,8671.11962890625,9515.0498046875,8665.400390625,9090.22509765625,8582.257946484375,8245.698811328124,-257.1412500000006,Below,96.859375,195.32331310849062
2020-05-26,9389.98046875,9570.5302734375,9379.900390625,9570.5302734375,4448950000,8441.87279296875,,Hold,False,8441.87279296875,8684.8798828125,9570.5302734375,8665.400390625,9117.96533203125,8610.710248828125,8273.035337109375,-243.00708984374978,Below,190.6298828125,195.2303738947086
2020-05-27,9442.0498046875,9445.0595703125,9182.4501953125,9366.6298828125,4489110000,8490.30619140625,,Hold,False,8490.30619140625,8705.169921875,9570.5302734375,8665.400390625,9117.96533203125,8660.112315234373,8320.500067578125,-214.86373046875087,Below,262.609375,196.56461154035796
2020-05-28,9416.7099609375,9568.8896484375,9391.83984375,9404.830078125,4113660000,8529.16138671875,,Hold,False,8529.16138671875,8722.3447265625,9570.5302734375,8665.400390625,9117.96533203125,8699.744614453124,8358.578158984375,-193.18333984375022,Below,177.0498046875,196.17817972148947
2020-05-29,9555.5302734375,9573.5498046875,9379.9296875,9440.6396484375,4742290000,8576.768388671875,,Hold,False,8576.768388671875,8742.169921875,9573.5498046875,8665.400390625,9119.47509765625,8748.303756445313,8405.233020898437,-165.40153320312493,Below,193.6201171875,196.1275250178461
2020-06-01,9598.8896484375,9609.3798828125,9515.33984375,9526.4296875,3847770000,8622.97578125,,Hold,False,8622.97578125,8772.21484375,9609.3798828125,8665.400390625,9137.39013671875,8795.435296874999,8450.516265625,-149.23906250000073,Below,94.0400390625,194.1059906424927
2020-06-02,9657.3095703125,9660.080078125,9511.8798828125,9603.1796875,3990080000,8676.236171875,,Hold,False,8676.236171875,8809.5048828125,9660.080078125,8860.76953125,9260.4248046875,8849.7608953125,8502.7114484375,-133.26871093750015,Below,148.2001953125,193.19696499239384
2020-06-03,9704.6904296875,9729.6904296875,9648.9296875,9689.7197265625,4679030000,8730.19158203125,,Hold,False,8730.19158203125,8833.26025390625,9729.6904296875,8860.76953125,9295.22998046875,8904.795413671874,8555.587750390625,-103.06867187500029,Below,80.7607421875,190.97050513487122
2020-06-04,9629.66015625,9741.9697265625,9577.7099609375,9672.169921875,6141320000,8771.70818359375,,Hold,False,8771.70818359375,8835.88525390625,9741.9697265625,8860.76953125,9301.36962890625,8947.142347265624,8596.274019921875,-64.17707031250029,Below,164.259765625,190.4415796000223
2020-06-05,9824.3896484375,9846.6298828125,9659.4501953125,9673.08984375,6607730000,8818.80357421875,,Hold,False,8818.80357421875,8884.14013671875,9846.6298828125,8860.76953125,9353.69970703125,8995.179645703125,8642.427502734374,-65.33656250000058,Below,187.1796875,190.3769876772496
2020-06-08,9901.51953125,9904.51953125,9753.8701171875,9805.6904296875,6197330000,8858.8913671875,,Hold,False,8858.8913671875,8956.68994140625,9904.51953125,8860.76953125,9382.64453125,9036.06919453125,8681.71353984375,-97.79857421875022,Below,150.6494140625,189.59030305121493
2020-06-09,9967.169921875,10006.900390625,9859.0,9861.1796875,5319450000,8906.46736328125,,Hold,False,8906.46736328125,8983.81005859375,10006.900390625,8860.76953125,9433.8349609375,9084.596710546875,8728.338016015625,-77.34269531249993,Below,147.900390625,188.76476023089384
2020-06-10,10094.259765625,10155.2001953125,10022.4404296875,10037.98046875,5170860000,8950.57236328125,,Hold,False,8950.57236328125,8992.47021484375,10155.2001953125,8860.76953125,9507.98486328125,9129.583810546876,8771.560916015624,-41.897851562500364,Below,132.759765625,187.6557504367177
2020-06-11,9588.48046875,9978.1904296875,9586.25,9907.5595703125,5300850000,8986.07197265625,,Hold,False,8986.07197265625,9000.294921875,10155.2001953125,8860.76953125,9507.98486328125,9165.793412109375,8806.350533203124,-14.222949218750728,Below,391.9404296875,191.70099161000053
2020-06-12,9663.7802734375,9849.009765625,9499.08984375,9785.580078125,4388990000,9029.62177734375,,Hold,False,9029.62177734375,9047.46484375,10155.2001953125,8958.080078125,9556.64013671875,9210.214212890625,8849.029341796873,-17.843066406250728,Below,349.919921875,194.83403973405993
2020-06-15,9776.8896484375,9809.41015625,9489.580078125,9517.1396484375,4476010000,9072.4463671875,,Hold,False,9072.4463671875,9098.14990234375,10155.2001953125,9182.4501953125,9668.8251953125,9253.89529453125,8890.99743984375,-25.703535156249927,Below,319.830078125,197.30920881110822
2020-06-16,9949.3701171875,10010.8896484375,9801.4501953125,9983.650390625,4669320000,9120.871572265625,,Hold,False,9120.871572265625,9107.1650390625,10155.2001953125,9182.4501953125,9668.8251953125,9303.289003710937,8938.454140820313,13.706533203125218,Above,209.439453125,197.54941166880903
2020-06-17,9982.48046875,10058.650390625,9952.5,9998.8603515625,4279700000,9158.887978515624,,Hold,False,9158.887978515624,9132.544921875,10155.2001953125,9182.4501953125,9668.8251953125,9342.065738085937,8975.71021894531,26.343056640624127,Above,106.150390625,195.73953006398114
2020-06-18,10012.0498046875,10018.5595703125,9942.1103515625,9972.349609375,4335320000,9198.1427734375,,Hold,False,9198.1427734375,9186.49462890625,10155.2001953125,9182.4501953125,9668.8251953125,9382.105628906249,9014.17991796875,11.648144531249272,Above,76.44921875,193.37734568152607
